#OTU ID,ZD01,ZD02,ZD03,ZD04,ZG01,ZG02,ZG03,ZG04,ZP01,ZP02,ZP03,ZP04,ZS01,ZS02,ZS03,ZS04,ZW01,ZW02,ZW03,ZW04,Consensus Lineage
Otu801,279,89,137,84,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,4,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Didymella; s__Didymella_rumicicola
Otu591,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu170,0,0,0,0,0,0,0,0,0,3,2,2,5,1,8,10,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu790,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium_stepposum
Otu823,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Cystobasidium; s__Cystobasidium_oligophagum
Otu429,13,1,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__unidentified; g__unidentified; s__unidentified
Otu817,1,0,2,0,2,2,10,9,0,0,0,0,0,0,0,0,0,2,0,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__unidentified; s__unidentified
Otu1403,7,4,22,5,0,0,0,0,1,7,15,13,1,2,16,10,12,5,2,4,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothideaceae; g__Endoconidioma; s__Endoconidioma_populi
Otu949,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__unidentified; s__unidentified
Otu1305,3,31,96,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1103,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_implicatum
Otu425,5,8,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu114,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_hungarica
Otu1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Cystobasidium; s__Cystobasidium_oligophagum
Otu153,4,13,26,12,0,0,0,0,0,0,0,0,0,0,0,0,10,2,5,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; g__Marchandiomyces; s__Marchandiomyces_lignicola
Otu498,3,28,66,22,0,0,0,0,0,0,0,0,0,0,0,0,6,12,20,24,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; g__Marchandiomyces; s__Marchandiomyces_corallinus
Otu10,0,0,0,0,0,0,0,0,0,3,4,3,5,4,8,13,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu383,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma; s__Vishniacozyma_heimaeyensis
Otu1519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Ascochyta; s__Ascochyta_herbicola
Otu232,0,0,0,0,0,0,0,0,14,46,26,50,10,7,14,31,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu242,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Sirobasidiaceae; g__Sirobasidium; s__Sirobasidium_magnum
Otu358,0,0,0,0,278,787,1053,725,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_rosae
Otu447,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium_wieringae
Otu24,0,0,0,0,0,0,0,0,6,3,5,2,1,0,9,1,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu665,0,0,0,0,0,0,0,0,16,15,21,7,4,2,3,16,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Didymella; s__Didymella_rumicicola
Otu1037,1,0,0,0,272,239,528,263,0,0,0,0,0,0,0,0,1,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_hordeicola
Otu96,0,0,0,0,12,36,83,18,0,0,0,0,0,0,0,0,8,2,4,3,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__unidentified; g__unidentified; s__unidentified
Otu20,0,0,0,0,0,0,0,0,57,174,122,195,28,205,29,91,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__unidentified
Otu1434,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma; s__Vishniacozyma_carnescens
Otu235,21,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__unidentified
Otu185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__unidentified; g__unidentified; s__unidentified
Otu645,0,0,1,0,9,11,31,13,0,0,0,0,1,0,2,0,0,2,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Aureobasidium; s__Aureobasidium_pullulans
Otu108,127,144,630,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Montagnulaceae; g__Deniquelata; s__Deniquelata_barringtoniae
Otu1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Didymella; s__Didymella_rumicicola
Otu862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Didymella; s__Didymella_rumicicola
Otu652,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Pleiochaeta; s__Pleiochaeta_setosa
Otu1322,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified
Otu849,0,0,0,0,0,0,0,0,4,8,5,10,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu681,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Phacidiaceae; g__Phacidium; s__Phacidium_pseudophacidioides
Otu1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu711,2,1,4,2,1,2,5,3,0,4,4,3,1,0,0,0,22,19,35,61,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Phaeococcomyces; s__Phaeococcomyces_mexicanus
Otu1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__unidentified; s__unidentified
Otu192,0,0,0,0,0,0,0,0,6,5,4,41,12,2,6,8,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__unidentified; s__unidentified
Otu615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,20,13,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Coniochaeta; s__unidentified
Otu794,1,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Hyphodontia; s__Hyphodontia_microspora
Otu506,10,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Kabatiella; s__Kabatiella_bupleuri
Otu473,3,7,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__Cladophialophora_emmonsii
Otu56,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,298,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus_hobsonii
Otu736,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; g__unidentified; s__Elsinoaceae_sp
Otu616,10,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu93,0,0,0,0,144,122,290,154,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Pyrenophora; s__Pyrenophora_lolii
Otu43,0,0,0,0,8,68,45,266,0,0,0,0,0,0,0,0,15,10,3,7,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu30,0,0,1,0,2820,3575,6976,4000,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Phoma; s__Phoma_omnivirens
Otu84,0,0,0,0,3,7,7,7,0,0,0,0,0,0,0,0,25,16,12,14,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Aureobasidium; s__Aureobasidium_subglaciale
Otu87,0,0,0,0,77,150,229,104,0,0,0,1,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_eureka
Otu322,0,0,0,0,8,9,68,10,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Pyrenophora; s__Pyrenophora_avenae
Otu29,0,0,0,0,208,463,596,349,0,0,0,0,2,0,0,4,8,3,6,3,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu159,0,0,0,0,18,22,42,31,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified
Otu297,0,0,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium; s__Leucosporidium_scottii
Otu95,0,0,1,0,181,363,604,316,0,1,0,0,0,0,0,0,9,1,1,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Stemphylium; s__Stemphylium_herbarum
Otu1355,0,0,0,0,30,14,42,21,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Cladosporiaceae; g__Cladosporium; s__Cladosporium_exasperatum
Otu414,0,0,0,0,44,8,19,6,0,0,0,0,0,0,0,0,0,0,0,1,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Drechslera; s__unidentified
Otu303,0,0,0,0,4,24,86,11,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Botryosphaeria; s__Botryosphaeria_ramosa
Otu34,0,1,0,0,67,96,243,114,0,0,0,0,0,0,0,0,7,6,3,5,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu80,0,0,0,0,62,82,131,129,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideomycetes_ord_Incertae_sedis; f__Dothideomycetes_fam_Incertae_sedis; g__Septoriella; s__Septoriella_hirta
Otu1346,0,0,0,0,166,3,11,18,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_infectoria
Otu483,0,0,0,0,2,9,11,12,0,0,0,0,0,0,0,0,1,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium_oeirense
Otu37,0,0,0,0,0,0,1,0,1,4,9,14,3,7,21,25,2,3,6,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Microbotryomycetes_fam_Incertae_sedis; g__Curvibasidium; s__Curvibasidium_cygneicollum
Otu1366,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__GS28; f__unidentified; g__unidentified; s__unidentified
Otu227,0,0,0,0,3,5,43,18,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Melanosporales; f__Ceratostomataceae; g__Harzia; s__Harzia_cameroonensis
Otu1318,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu69,0,0,0,0,0,0,0,0,386,607,919,945,54,120,93,303,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__unidentified; s__unidentified
Otu16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Thelebolaceae; g__Thelebolus; s__Thelebolus_globosus
Otu176,0,0,0,0,7,39,61,24,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Phoma; s__unidentified
Otu224,0,0,0,0,14,42,77,40,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Crocicreas; s__unidentified
Otu343,0,0,0,0,11,18,45,21,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Melanommataceae; g__unidentified; s__unidentified
Otu1138,0,0,0,0,3,7,10,8,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_hordeicola
Otu530,0,0,0,0,45,34,86,62,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Diademaceae; g__Comoclathris; s__Comoclathris_spartii
Otu1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Neoascochyta; s__Neoascochyta_paspali
Otu378,0,0,0,0,20,23,50,30,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriomycetidae_ord_Incertae_sedis; f__Chaetothyriomycetidae_fam_Incertae_sedis; g__Rhynchostoma; s__Rhynchostoma_proteae
Otu1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu70,0,0,0,0,18,40,97,28,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu61,0,0,0,0,9,66,112,54,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__unidentified
Otu209,0,0,0,0,13,11,19,16,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu173,0,0,0,0,68,74,79,65,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Lecanoraceae; g__Circinaria; s__Circinaria_contorta
Otu104,0,0,0,0,81,148,195,134,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Massarinaceae; g__Keissleriella; s__Keissleriella_quadriseptata
Otu320,0,0,0,0,1,4,5,4,8,6,4,10,4,3,4,9,2,1,2,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__unidentified
Otu180,0,0,0,0,11,38,183,39,0,0,0,0,0,0,0,0,9,18,11,16,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma; s__Vishniacozyma_carnescens
Otu525,0,0,0,0,4,10,20,9,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified
Otu103,0,0,0,0,3,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__Dinemasporium; s__Dinemasporium_polygonum
Otu39,0,0,0,0,0,4,7,2,0,0,0,0,0,0,0,0,1,1,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_tricincta
Otu50,0,0,0,0,0,8,6,1,0,4,3,1,2,7,4,8,137,89,104,129,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Hormonema; s__Hormonema_viticola
Otu1123,0,0,0,0,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_infectoria
Otu201,0,0,0,0,3,7,21,14,0,0,0,0,0,0,0,0,0,7,4,8,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_tricincta
Otu260,0,0,0,0,75,75,147,60,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Corynesporascaceae; g__Corynespora; s__Corynespora_olivacea
Otu366,0,0,1,0,3,9,3,7,0,0,0,0,0,0,0,0,34,10,19,31,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu200,0,0,0,0,22,104,175,108,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Cladosporiaceae; g__unidentified; s__unidentified
Otu289,0,0,0,0,15,46,48,24,0,0,0,0,0,0,0,0,0,4,3,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified
Otu63,5,2,19,6,0,1,0,0,0,0,0,0,0,0,0,0,824,646,716,1256,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Stagonospora; s__Stagonospora_pseudopaludosa
Otu263,0,0,0,0,13,33,83,42,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified
Otu338,0,0,0,0,8,18,20,22,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Hortaea; s__Hortaea_werneckii
Otu304,0,0,0,0,11,53,74,36,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__unidentified; s__unidentified
Otu557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae; g__Udeniomyces; s__Udeniomyces_puniceus
Otu147,0,0,0,0,3,3,4,9,0,0,0,0,0,0,0,0,0,3,2,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu975,0,0,0,0,4,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Phoma; s__Phoma_omnivirens
Otu1026,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_infectoria
Otu750,0,0,0,0,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified
Otu116,0,0,0,0,1,14,19,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu797,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified
Otu1130,0,0,0,0,5,12,28,9,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_hordeicola
Otu207,0,0,0,0,8,23,34,23,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu228,0,0,0,0,3,5,28,15,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1058,0,0,0,0,3,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_infectoria
Otu1446,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Phaeosphaeria; s__Phaeosphaeria_juncicola
Otu330,0,0,0,0,10,54,78,104,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; g__Limonomyces; s__Limonomyces_culmigenus
Otu1518,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma; s__Vishniacozyma_carnescens
Otu922,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Drechslera; s__unidentified
Otu584,0,0,0,0,0,11,5,9,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Mycosphaerella; s__Mycosphaerella_pseudocryptica
Otu13,1,0,1,0,34,29,127,90,0,0,0,0,0,0,1,0,0,1,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
